index,text,label
train_01_306_1929,Signed Hong Kong bin Laden also said author happy work Tung two top officials Chief Secretary Donald Tsang Yam-kuen Financial Secretary Antony Leung Kam-chung also threatened poison police source said last night,0
train_01_307_2748,The African National Congress Friday protesting outside Prime Media Johannesburg offices owns EWN,0
train_01_308_2852,Spokesman Keith Khoza said decided March Prime Media cartoon raised various concerns,1
train_01_309_2441,inaugurating dharna held front Secretariat ahead general strike called February twenty-eight demanding reject PFRDA Bill,1
train_01_31_3325,Barring incident agitation organisations Thursday peaceful,0
train_01_310_179,Mohana Chandran presided function,0
train_01_311_720,Maoists blow panchayat office godown Indian Express Agencies Agencies Malkangiri Orissa Sun May thirty two thousand and ten hrs Maoists blew panchayat office building godown Malkangiri district early Sunday apparent bid prevent security personnel camping,1
train_01_312_650,The police said around fifty armed ultras raided Kangurukunda village Kalimela forty early Sunday set explosion destrying panchayat office,1
train_01_313_2321,godown nearby also blown rebels,0
train_01_314_2435,The two structures targeted ultras believed could serve temporary camps sheltering security personnel deployed area,1
train_01_315_297,This third panchayat office building blown Maoists Kalimela area last forty-five days,0
train_01_316_2956,Panchayat offices Telrai Badigata earlier blasted ultras sources said,0
train_01_317_763,Kasimedu Fishermen Keep Strike eighteenth January two thousand and sixteen CHENNAI Monday would mark fifth day strike Kasimedu fishermen protesting use high-powered engines Andhra fishermen,1
train_01_318_2361,"many 6,000 fishing boats including mechanised boats fibre boats region stopped venturing sea January thirteen due inflow fish city market decreased",1
train_01_319_932,Blockade power plant thirteenth September two thousand and eleven ANGUL They made intention loud clear raising slogans Power Plant,1
train_01_32_831,Tuesday night tens thousands demonstrators packed city downtown area third night protest leaders warned would step actions Hong Kong chief executive Leung Chun-ying meet midnight,1
train_01_320_1804,Hundreds locals Monday blocked fifty-five six hours demanding scraping MoU,1
train_01_321_1192,The slogan want Sureswari irrigation project Power Plant rented air even vehicular traffic came standstill six till noon following blockade people Kishorenagar area,1
train_01_322_2725,They earlier staged agitations Kishorenagar Angul,0
train_01_323_631,The protestors accused Government reneging commitment Chief Minister announced election rally allocation funds proposed Sureswari irrigation project,1
train_01_324_3372,The stir led Ramani Ranjan Padhan banner Jivan Jibika Surakhya Samiti,0
train_01_33_206,Tuesday Clegg sent series supportive tweets including sympathise great deal brave pro-democracy demonstrators taking streets Hong Kong said remained committed joint declaration said universal suffrage must mean real choice voters proper stake two thousand and seventeen election,0
train_01_34_2540,The demonstrations pose real problem British others,0
train_01_35_564,September fourteen two thousand and twelve IST Her absence Vijayamma protest meet gives credence rumours Rumour mills abuzz Warangal hinting YSR Congress party leader former Minister Konda Surekha may join Congress soon,1
train_01_36_1673,Surekha absence recently held protest meeting,0
train_01_37_2287,Hindu outfits blocked police fourth November two thousand and nine THIRUVANANTHAPURAM Protests foreign missionary Bernard Blessing presence city spilled streets Tuesday evening Hindu organisations taking march prayer meeting engaging minor scuffle police,0
train_01_38_1827,protest march jointly organised Vishwa Hindu Parishad Hindu Aikya Vedi entered scuffle police near State Central Library even Blessing led supporters claimed packed prayer meeting Chandrasekharan Nair Stadium,0
train_01_39_1745,The protest march started 7.30 . . police blocked reached venue,0
train_01_4_438,protest something happened outside labour structures,0
train_01_40_1674,Then Thursday pupils returned classes spent months school residents protested Municipal Demarcation Board decision include areas new municipality,1
train_01_41_1999,Accusing United Progressive Alliance UPA government adopting confrontationist attitude towards states said demolishing constitutional institutions whereas need hour cooperative attitude,1
train_01_41_2112,Addressing massive public rally Vandalur around forty Modi said The central government strong neighbouring countries friendly,0
train_01_42_292,Trump faced backlash March referred one thousand nine hundred and eighty-nine Tiananmen Square protests riot,1
train_01_42_646,confronting enemy beheads people wants put nuclear bombs subways waterboarding well within rules,1
train_01_43_1983,Protesting unethical ban hundreds Bengal traders launched agitation Monday threatened intensify matter resolved soon,1
train_01_44_2620,The neighbouring State apparently relented five hundred trucks carrying vegetables eggs fishes perishable items Andhra Pradesh detained BJD activists various places Balasore,1
train_01_45_286,Though CM-level talks released detained trucks West Bengal took back potato-laden trucks State Agrawal said,0
train_01_46_1131,Labour Minister Mildred Oliphant intervened Monday extended strike petrol attendants workers automotive industry,0
train_01_47_1649,The strike began September nine Numsa demanding double-digit percentage increase,1
train_01_48_451,"About 70,000 workers reported strike",0
train_01_49_1028,Protests show rising green concerns PUBLISHED Wednesday four July two thousand and twelve Mass protests week planned construction molybdenum-copper alloy plant Shifang Sichuan province show environmental concerns becoming leading social unrest,0
train_01_5_65,Police opened fire killing thirty-four striking workers wounding seventy-eight trying disperse group gathered hill near Lonmin platinum mine Marikana August sixteen,1
train_01_50_232,Authorities yesterday said would scrap 10.4 billion yuan 12.7 billion project subject demonstrations tens thousands Shifang residents,1
train_01_51_754,Once damage done long-lasting remediable The massive three-day protest week latest series grass-roots demonstrations polluting projects mainlanders gained awareness recent years environmental health concerns associated pollution,1
train_01_52_596,Last summer tens thousands people northeastern city Dalian Liaoning marched demand relocation chemical plant,1
train_01_53_2419,"And June two thousand and seven 20,000 people rallied Xiamen coastal city Fujian province protest plans built paraxylene chemical plant city",1
train_01_54_682,Following Xiamen incident backyard mentality sparked similar protests several mainland cities including Dalian Guangzhou Shantou,1
train_01_55_322,Analysts say mainland public taken protests lack adequate channels express concerns environmental risks posed massive industrial projects,1
train_01_56_2640,Jun director Institute Public Environmental Affairs Beijing said Shifang protests came last resort local residents make voices heard channels public participation ineffective,1
train_01_57_1453,SRINAGAR One killed one hundred injured Valley September one two thousand and sixteen IST curfew lifted ten districts violence singed Kashmir Valley Wednesday leaving civilian dead one hundred injured,1
train_01_58_288,The house PDP torched south Kashmir,0
train_01_59_2802,Divisional Commissioner Kashmir Baseer Khan said nine hundred people attacked Army convoy Ladoora Rafiabad Baramulla district,0
train_01_6_685,The three-member Farlam Commission chaired retired judge Ian Farlam established President Jacob Zuma probe violence deaths forty-four people wage-related protests,1
